btc,var_95_btc,eth,var_95_eth,xrp,var_95_xrp
0.09258925970999243,0.15808082272616825,0.13514466033004702,0.22359645235602488,0.03689716212033178,0.3631636813721696
0.014505086079999785,0.0839868716419724,0.08480341627915244,0.19925679760972625,0.22451147335779165,0.41111950373978534
0.02585842822799833,0.09193924344064554,0.018730361293451736,0.12864669839047388,0.02896425895286936,0.3567194130459453
0.1109445295573277,0.1760974825257311,0.01697970411580485,0.11288067663438771,-0.04737857954918767,0.13730378521556844
0.00557837614383061,0.07699686136116768,0.043117478501494944,0.13060684088328622,0.014736505586977255,0.14282457056284398
-0.06174069001209226,0.004936388075267695,0.10167986375358762,0.18758693937223198,0.08777251458644098,0.17534767615298474
-0.08267549955680664,0.015488061548158932,-0.004031820948297238,0.096693588248824,-0.31860805898858513,0.17945967112240055
-0.03861992215624355,0.030448589467177142,0.12368134768801564,0.21346583361181304,-0.15583490676471978,0.29082349011331865
0.025562164630700934,0.09223980963008106,-0.034375534096835025,0.07610771224822142,-0.062256713547267584,0.260048565347803
-0.11058116741118162,0.04523034505701595,-0.08374891984153354,0.013965137266215913,-0.012288346349807133,0.18481838295203393
0.04198319178688692,0.11341983612493649,0.09749359510748601,0.19822963928507342,0.04629234418501582,0.1636596873973606
0.02678987830658741,0.09446685791865622,0.09237847225891116,0.1987690913671056,-0.010766284018222771,0.09204674529077513
-0.04182295920261403,0.0239146344425938,-0.021461543625989066,0.08625687885582918,-0.08254953692434441,0.006009151508318933
0.0034647868683119754,0.06913650128839369,-0.056320788576506686,0.03845486177575687,-0.10437060000622556,0.026709634160560186
-0.1845817253297657,0.1199602950602078,-0.20383128477917634,0.1114681812721423,-0.35197530490978485,0.18459273596093045
-0.02662523917127757,0.0555601091479975,-0.038148810112914155,0.1083550774744334,0.10235917069885342,0.596424518531911
0.025266707542511924,0.09641143784054437,0.02148798247142647,0.14200109498499186,0.2006345076529849,0.5010073944425903
0.011480784054644033,0.0784086805419768,0.0027175252037068276,0.1052977915741563,-0.028287203795104965,0.2936754965637922
0.10552244961722401,0.17065245291909806,0.1058752956682012,0.19674371137664923,0.016974409928922574,0.19860526762678607
-0.10615162399971467,0.0353765180393085,-0.09584018422119289,0.008596209283158837,-0.13443856340956678,0.02305354294562116
-0.05937426747213337,0.013294726760737383,-0.04513533453855967,0.06261257802833246,-0.01657821477317306,0.18400058773198455
-0.005779885423455866,0.06333268423280228,-0.01712140345656099,0.08048428821354918,-0.015053616712895013,0.10491267151500014
0.04418609725494527,0.11003134760682562,0.07098402504232659,0.15947131914979412,0.014906259925006382,0.09933357672909301
-0.008842259367259686,0.056985293575920484,-0.0026007078409779893,0.08994058248336083,-0.033658932659384744,0.03777793199558342
-0.00784639410229282,0.056868461982136784,-0.0008146883458026721,0.08417885027013419,-0.07511733361160938,0.003993743165932193
0.023820213987278294,0.08814159617292772,0.048014903828598854,0.12873160245350868,0.0015104379036260385,0.12432481302348923
0.029760633540240278,0.09425039547372342,0.11822961712527125,0.20149102037010685,0.13806539718353766,0.22111290827025273
-0.042453697973924065,0.022283096212832712,-0.052434025587101196,0.05320056445564232,-0.05555168286356138,0.14585863375067068
-0.11132515303194346,0.045961706861142856,-0.09879825780027307,0.0011587305884412646,-0.1508704925925559,0.01020850222166747
0.011295200353707457,0.08282478487753982,0.0431044992610472,0.1483799903094673,0.020713924291081237,0.24681333088768925
-0.10845799635885278,0.041684655633836165,-0.07568923079079592,0.02016289505217181,-0.1886682748211268,0.05560631751008041
-0.03775622774331033,0.033877474673606675,-0.12410312662199718,0.02654970427195276,-0.08422168708544256,0.18917302817821333
0.0382326529098993,0.10578855792438165,0.05132939380417856,0.165390376075835,0.04341505993349039,0.23532717364871836
-0.10299083783244889,0.036860656472885625,-0.14406016291145374,0.041735372409208535,-0.12470828923291745,0.0036807486760918745
-0.17398211530916008,0.1031784445176265,-0.17890193841188573,0.05500857447111822,-0.164754867124958,0.026578918538790408
0.10870919075923702,0.19084780771074802,0.12782818333843604,0.2754238213817558,0.11536338428551973,0.3684535684101698
-0.017261906012979722,0.059648371345442305,-0.04652399887672942,0.09419284070352382,-0.07001248103917806,0.14349027944475973
0.08115416197594172,0.1500305065648775,0.07717330757697916,0.19503033642769785,0.10652257789175174,0.26337477723230884
0.0554635506662553,0.12495848799885702,0.07767794872606082,0.18756152231983414,0.16994327602158144,0.34582007369367707
-0.013259122507706778,0.054477023644467965,-0.026889519305163923,0.07867393507641725,0.11499306904646153,0.37141793122682887
-0.058748263408874735,0.00669173524787374,-0.05464399028311906,0.03932476025775325,-0.06419862709906579,0.15003072882995683
0.09347499766192158,0.16003830426259696,0.06423504957587678,0.15581437271063853,0.07374441818560991,0.22611723175191706
-0.0374666353125086,0.03245219850026454,-0.02736396325070256,0.06507136628269156,-0.050854716997045996,0.08844946455302982
0.09916074099361083,0.1660891567510799,0.08859492089864762,0.17501384974930806,0.10540723398718746,0.21929017590398245
0.06836184024868786,0.13899944207917408,0.014420859759191273,0.11105229262170715,0.004579466857966008,0.16967817639013527
0.0066175736380280625,0.0756526834352783,0.007690940208302521,0.09544614099068187,-0.007729075760862403,0.0938170437439611
0.0823828387847243,0.14820647751959942,0.031180733889818235,0.1135629886078741,0.05716427189917367,0.13253422916688276
-0.051792172973550876,0.01680031013617586,-0.05290276334205579,0.028449275495037937,-0.07272365402181256,0.029475059056110642
0.061873698955331236,0.12907023349316027,0.021356543969248243,0.1059500025853841,0.02115864317526621,0.1459706941833153
