Date,btc,eth,xrp
2017-01-02,0.021389344976165958,0.14905550172597515,0.011813951690487379
2017-01-03,0.10096034465392467,0.14578474464506375,0.02840573820392933
2017-01-04,-0.13057524983714686,-0.09280345899220466,-0.05780326312877815
2017-01-05,-0.11620924105436892,2.925530618291816e-05,0.01821718643471293
2017-01-06,0.007051147304729,-0.03852102527816248,0.008043573057446629
2017-01-07,0.0028728187543949346,0.041938001515257284,-0.02111357103318756
2017-01-08,-0.009229224835577199,0.0034731352277375116,-0.010645261817357365
2017-01-09,0.005358747088665794,0.021461695972511574,0.08259647836265671
2017-01-10,-0.15447664900726643,-0.08213280527219968,-0.04379370936689231
2017-01-11,0.03422186460620669,0.014665908716898102,0.001870033270535032
2017-01-12,0.023515098073650265,-0.009355760283621617,0.026578106421697
2017-01-13,-0.006785261765666739,-0.01265354622244308,0.03968125922914556
2017-01-14,0.004128729724143909,0.02635322616706226,-0.02016405060841997
2017-01-15,0.01177759302088699,-0.027406995460079298,0.00917573405390204
2017-01-16,0.08790389696775947,0.06680919912154426,0.0017662648100813527
2017-01-17,-0.023761878161404404,-0.007257668205795209,-0.01347270360130981
2017-01-18,0.013950027331789627,0.016427036056268385,0.047305625471039114
2017-01-19,-0.004511461035753506,0.019374064160686988,-0.05238632976547741
2017-01-20,0.029463578876310237,0.028695866644002255,0.0046334437577240095
2017-01-21,0.0031237852544006017,-0.01906370775640287,0.0010432969125773184
2017-01-22,-0.003967041835551299,0.0109274456612658,-0.0023862800287011154
2017-01-23,-0.031237062585847575,-0.01755485969288717,-0.023722499458806112
2017-01-24,0.009870592743923545,-0.005848245692601672,-0.004136985904843016
2017-01-25,0.01763968571352148,0.0017580677130704103,0.026813694575873015
2017-01-26,0.0023555865686075705,-0.00490382685219215,-0.0419748760725378
2017-01-27,0.001998574500621686,0.0026253077540920877,-0.011444821951443807
2017-01-28,-0.002274805092378429,-0.007696365606860045,0.009416265431515747
2017-01-29,0.0009631585059786119,0.008283036832323898,-0.0032856166614614324
2017-01-30,0.052922642692107225,0.014677215590058523,-0.010555434750409987
2017-01-31,0.019006132686028465,0.0004287125641164735,0.03516777533330728
2017-02-01,0.02276859272054299,0.008286404618994325,-0.010915628407259348
2017-02-02,0.017740541779977193,0.02672490708217401,0.0007726184422045534
2017-02-03,0.012533864362158198,0.028297080508185246,0.0027764941482919525
2017-02-04,-0.015032412751534885,-0.007065616474616121,-0.007731598743337287
2017-02-05,0.010467401685643196,0.003201072101638225,0.0012410798986737248
2017-02-06,0.02210135400371449,0.0109934876236224,-0.006688988150796327
2017-02-07,0.0016192376638830552,-0.007330126735033637,0.004826790219731869
2017-02-08,-0.06679373644997533,-0.035528189766909524,-0.009990716881471684
2017-02-09,-0.005757777766210559,0.02211545417853955,-0.013425140433778182
2017-02-10,0.015830756429554782,0.0062399665093662016,0.006971981972927033
2017-02-11,-0.005259445511998528,0.0043694874058224364,-0.010157205242462553
2017-02-12,-0.00858272636737123,-0.011443216004253909,-0.0028754013421554703
2017-02-13,0.013941700002896518,0.14478598111272678,0.004310007470086141
2017-02-14,0.0029124755771441357,-0.008132664337284545,-0.02108730049488905
2017-02-15,0.019618070424855638,-0.0012391863230591937,-0.019714783423965265
2017-02-16,0.01810385893473221,-0.017764206277061323,-0.015382346439276162
2017-02-17,0.007816821415733699,0.010491842918752603,-0.06365152345409975
2017-02-18,-0.0062313668174276415,-0.0040440124416667445,0.05400106338919386
2017-02-19,0.030182976295855646,-0.02607676560504446,-0.000850991456342598
2017-02-20,0.032180967025442264,0.01898975325896135,-0.007005581834025776
2017-02-21,0.0019168310370138997,-0.005437699651340999,0.004789608882564522
2017-02-22,0.04315606622236512,0.04041904661272788,0.005954930400412728
2017-02-23,0.005947789646284285,-0.0038337338753953176,-0.03346293593988925
2017-02-24,-0.025753164546416407,0.03603228487616805,-0.006334703569475408
2017-02-25,0.018501710738307864,0.06923640763297767,0.0010585745519211542
2017-02-26,0.012596285798399443,0.05861320146530069,-0.010993018505691232
2017-02-27,0.0,0.026957744662332583,-0.013100232210830676
2017-02-28,0.03540895251821574,0.09247731729069297,-0.023392879574705816
2017-03-01,0.023053290684591943,0.09245186561129115,0.10237900436112479
2017-03-02,0.018987094547695982,0.022282549549751618,0.05646268420024114
2017-03-03,-0.015683221124034752,-0.04413249413425291,-0.006330136662237251
2017-03-04,0.009491498350928218,0.036047014145933254,-0.027359286136197092
2017-03-05,0.004496128450669268,0.01559613229643153,-0.011816976504784193
2017-03-06,-0.03949440494225165,-0.03726182774667919,0.075804685180068
2017-03-07,-0.06198638595933037,-0.1260702210808553,-0.0038334785886284806
2017-03-08,0.032921643026331715,0.06416197814687363,-0.0016913973433414498
2017-03-09,-0.06228779414803398,0.08512700257056771,-0.042599761356593824
2017-03-10,0.051578452529984276,0.10499577448420494,0.0017649422952965566
2017-03-11,0.038007127331082025,0.08757279036931154,0.0027215257332633414
2017-03-12,0.008592592540101585,0.19881256325671703,0.020570345565627868
2017-03-13,0.006537415962321269,0.002155588452569912,-0.0006266645982924146
2017-03-14,0.007720111011392916,0.20162997005933825,-0.010555434750409987
2017-03-15,-0.05072016546716718,0.27918667106931894,0.012590660501849982
2017-03-16,-0.0765920944822307,0.01035066339718238,-0.0444517625708345
2017-03-17,-0.12205008898315661,-0.31542012810618214,0.09269066291677497
2017-03-18,0.06261202322954418,0.2698090483906439,0.029660080518164378
2017-03-19,0.01672945873571763,-0.03063655829715506,0.009073296205674097
2017-03-20,0.06100012311422631,-0.005664801526728436,-0.009507418200771056
2017-03-21,-0.06583995153022748,-0.01878703799239112,0.05518641556729076
2017-03-22,-0.010106803945857834,0.03107183920903145,0.37114311940799105
2017-03-23,-0.10238115799809933,0.19546446861253752,-0.006066369314787323
2017-03-24,0.036918803300756586,-0.03560250553391908,-0.14305696378371469
2017-03-25,-0.0062428700967034345,-0.014314670205750168,0.0459863457942733
2017-03-26,0.07859470880669583,-0.017062212425742906,0.005433092457779232
