btc,var_95_btc,eth,var_95_eth,xrp,var_95_xrp
0.09258925970999243,0.09519687461020158,0.13514466033004702,0.13990114405869777,0.03689716212033178,0.10161407056768165
0.014505086079999785,0.017440130539747554,0.08480341627915244,0.09276739330626345,0.22451147335779165,0.24568208479243114
0.02585842822799833,0.028513177603637977,0.018730361293451736,0.026075453259609183,0.02896425895286936,0.09427307383731087
0.1109445295573277,0.1135252499393415,0.01697970411580485,0.022571080989293252,-0.04737857954918767,0.026642645788129263
0.00557837614383061,0.008679320779367759,0.043117478501494944,0.047771016302398744,0.014736505586977255,0.024710981200147357
-0.06174069001209226,0.05903781562289345,0.10167986375358762,0.10616660076192885,0.08777251458644098,0.09243518413815088
-0.08267549955680664,0.0799310901138021,-0.004031820948297238,0.0021362707844188892,-0.31860805898858513,0.3068366323227099
-0.03861992215624355,0.03571968883474366,0.12368134768801564,0.12858224207795663,-0.15583490676471978,0.034545255070049505
0.025562164630700934,0.028265084981676656,-0.034375534096835025,0.026954480014615128,-0.062256713547267584,0.0008982633464265644
-0.11058116741118162,0.10798474794115195,-0.08374891984153354,0.07794412554250975,-0.012288346349807133,0.011331422667618905
0.04198319178688692,0.04508571353755425,0.09749359510748601,0.1036629894111946,0.04629234418501582,0.054667006238231286
0.02678987830658741,0.02957442611945338,0.09237847225891116,0.09925991365209043,-0.010766284018222771,0.004339864777938168
-0.04182295920261403,0.03919571556983456,-0.021461543625989066,0.01440726332295891,-0.08254953692434441,0.07898786401701613
0.0034647868683119754,0.006086767331622833,-0.056320788576506686,0.05085986259955985,-0.10437060000622556,0.09392466882567177
-0.1845817253297657,0.18204294061259735,-0.20383128477917634,0.19864483976688543,-0.35197530490978485,0.3349422243189947
-0.02662523917127757,0.022518836408328354,-0.038148810112914155,0.025099996086838272,0.10235917069885342,0.2507617786450751
0.025266707542511924,0.028343925214798518,0.02148798247142647,0.030317588978495777,0.2006345076529849,0.25548672650089516
0.011480784054644033,0.014204031433513255,0.0027175252037068276,0.00911487927595633,-0.028287203795104965,0.03473358949852909
0.10552244961722401,0.10810135223846452,0.1058752956682012,0.11089523716212413,0.016974409928922574,0.03703076505226804
-0.10615162399971467,0.10310629793444619,-0.09584018422119289,0.0892092231985939,-0.13443856340956678,0.12689587232723157
-0.05937426747213337,0.056163779537955136,-0.04513533453855967,0.03807719120452965,-0.01657821477317306,0.007881016951273846
-0.005779885423455866,0.002875950868899874,-0.01712140345656099,0.011329477117159314,-0.015053616712895013,0.006303956514952665
0.04418609725494527,0.04682195306780399,0.07098402504232659,0.07574432777696771,0.014906259925006382,0.019239759092314294
-0.008842259367259686,0.0062078202563958535,-0.0026007078409779893,0.0026057678445002676,-0.033658932659384744,0.030556391771785877
-0.00784639410229282,0.005300263231188877,-0.0008146883458026721,0.003577131988902328,-0.07511733361160938,0.07131239780069377
0.023820213987278294,0.026335477435941643,0.048014903828598854,0.05197585532613702,0.0015104379036260385,0.010680476190885425
0.029760633540240278,0.03228908307890554,0.11822961712527125,0.12244425431651335,0.13806539718353766,0.142258408029421
-0.042453697973924065,0.03990584055189575,-0.052434025587101196,0.04565003798439903,-0.05555168286356138,0.03088923571692418
-0.11132515303194346,0.1087277303644679,-0.09879825780027307,0.09300231515957796,-0.1508704925925559,0.13884158302218252
