0.092589,0.074144,0.13514,0.087874,0.036897,0.14036
0.014505,0.077514,0.084803,0.11381,0.22451,0.13266
0.025858,0.076759,0.01873,0.099434,0.028964,0.14031
0.11094,0.073431,0.01698,0.098631,-0.047379,0.12936
0.0055784,0.073886,0.043117,0.095602,0.014737,0.12947
-0.061741,0.070492,0.10168,0.096276,0.087773,0.12699
-0.082675,0.072937,-0.0040318,0.098228,-0.31861,0.12973
-0.03862,0.075099,0.12368,0.098511,-0.15583,0.12504
0.025562,0.073579,-0.034376,0.095248,-0.062257,0.1309
-0.11058,0.07293,-0.083749,0.095045,-0.012288,0.12687
0.041983,0.077387,0.097494,0.10448,0.046292,0.13221
0.02679,0.073355,0.092378,0.095618,-0.010766,0.12372
-0.041823,0.07337,-0.021462,0.096892,-0.08255,0.12754
0.0034648,0.071715,-0.056321,0.096454,-0.10437,0.13177
-0.18458,0.074834,-0.20383,0.1012,-0.35198,0.12996
-0.026625,0.071962,-0.038149,0.09461,0.10236,0.12549
0.025267,0.070842,0.021488,0.093428,0.20063,0.12291
0.011481,0.077188,0.0027175,0.10308,-0.028287,0.12901
0.10552,0.074084,0.10588,0.099096,0.016974,0.12498
-0.10615,0.07731,-0.09584,0.10201,-0.13444,0.13015
-0.059374,0.073118,-0.045135,0.10134,-0.016578,0.13604
-0.0057799,0.073961,-0.017121,0.098956,-0.015054,0.13295
0.044186,0.077387,0.070984,0.097999,0.014906,0.12767
-0.0088423,0.074639,-0.0026007,0.099944,-0.033659,0.13454
-0.0078464,0.074178,-0.00081469,0.094838,-0.075117,0.12861
0.02382,0.073973,0.048015,0.097476,0.0015104,0.13077
0.029761,0.071871,0.11823,0.096225,0.13807,0.12966
-0.042454,0.071819,-0.052434,0.095123,-0.055552,0.1239
-0.11133,0.074126,-0.098798,0.097777,-0.15087,0.12808
0.011295,0.070422,0.043104,0.098063,0.020714,0.12554
-0.10846,0.072304,-0.075689,0.094414,-0.18867,0.12894
-0.037756,0.076342,-0.1241,0.097963,-0.084222,0.13201
0.038233,0.072432,0.051329,0.091835,0.043415,0.12546
-0.10299,0.073697,-0.14406,0.094078,-0.12471,0.13007
-0.17398,0.072144,-0.1789,0.09476,-0.16475,0.12586
0.10871,0.07166,0.12783,0.094512,0.11536,0.12248
-0.017262,0.072936,-0.046524,0.098919,-0.070012,0.1266
0.081154,0.072418,0.077173,0.098329,0.10652,0.13078
0.055464,0.071207,0.077678,0.094049,0.16994,0.13078
-0.013259,0.072719,-0.02689,0.093984,0.11499,0.12882
-0.058748,0.072165,-0.054644,0.09376,-0.064199,0.128
0.093475,0.069342,0.064235,0.092455,0.073744,0.12629
-0.037467,0.071761,-0.027364,0.094882,-0.050855,0.12281
0.099161,0.075419,0.088595,0.098663,0.10541,0.12727
0.068362,0.071687,0.014421,0.098277,0.0045795,0.12596
0.0066176,0.073635,0.0076909,0.098119,-0.0077291,0.12573
0.082383,0.070557,0.031181,0.092518,0.057164,0.12082
-0.051792,0.070686,-0.052903,0.095773,-0.072724,0.12492
0.061874,0.072329,0.021357,0.097732,0.021159,0.12305
0.015768,0.073233,-0.052745,0.098462,-0.049216,0.12865
-0.064592,0.071507,-0.052036,0.092603,-0.070409,0.12988
-0.066261,0.073688,-0.044662,0.098709,-0.075248,0.12762
0.029166,0.074067,0.061251,0.098878,0.058829,0.12592
-0.048535,0.073273,-0.027777,0.096251,-0.045525,0.12823
-0.015232,0.074243,0.0050969,0.095313,-0.011502,0.12541
0.070116,0.072466,0.028594,0.099314,0.014073,0.12775
0.034035,0.077809,0.010243,0.10037,-0.010035,0.13486
-0.031029,0.071878,-0.026614,0.099979,-0.046147,0.12475
0.051827,0.07603,0.019685,0.097353,0.025932,0.13232
0.012288,0.067669,-0.017752,0.095319,-0.019803,0.1216
0.035732,0.072015,0.00043399,0.094736,-0.0025743,0.12603
0.0019911,0.070649,0.010967,0.097294,0.10225,0.12467
0.0052587,0.071025,-0.015106,0.089621,-0.047005,0.12338
-0.071017,0.074783,-0.043982,0.10155,-0.038768,0.13491
-0.078547,0.072936,-0.081738,0.093937,-0.057624,0.13461
-0.058958,0.071502,-0.066216,0.095807,-0.053461,0.12396
-0.0061348,0.073853,0.033934,0.093218,0.028533,0.12797
-0.05182,0.072366,-0.059384,0.10191,-0.064569,0.13105
0.077311,0.071727,0.051704,0.09427,0.04239,0.12676
-0.039775,0.071466,-0.033039,0.094125,-0.036856,0.12953
-0.0011164,0.074035,-0.012949,0.097089,-0.014254,0.12956
-0.10603,0.075725,-0.11742,0.10044,-0.11787,0.12961
0.0037477,0.072967,-0.0048744,0.0925,-0.0066225,0.12837
0.0045061,0.077905,-0.015892,0.097793,-0.011553,0.13132
-0.051868,0.074528,-0.084744,0.09681,-0.077506,0.12586
0.038021,0.067677,-0.025903,0.09233,0.032273,0.13046
0.048302,0.071385,0.033018,0.099997,0.12846,0.13031
0.032244,0.073011,0.00080613,0.097905,-0.053851,0.12333
0.0017722,0.073344,0.0081455,0.097789,-0.023007,0.12832
-0.022746,0.076362,-0.040008,0.099091,-0.0456,0.12821
0.017169,0.073267,-0.00015381,0.092318,-0.029972,0.13089
-0.024107,0.073689,-0.024728,0.097542,-0.0029725,0.12875
-0.020082,0.070435,-0.0040963,0.089561,0.00095079,0.125
-0.03429,0.073992,-0.067734,0.095501,-0.068359,0.12503
-0.046929,0.074663,-0.0848,0.097991,-0.036604,0.13281
0.015385,0.076276,-0.008561,0.099457,0.00014707,0.12917
-0.10443,0.073332,-0.14519,0.097181,-0.12221,0.12853
-0.039159,0.072752,0.022232,0.097479,-0.0038117,0.13123
0.011975,0.072921,0.004581,0.093812,0.0054564,0.13188
-0.018716,0.071981,-0.043431,0.098425,-0.054698,0.12716
0.034405,0.074434,0.017801,0.092615,0.031667,0.12721
0.051223,0.07307,0.075892,0.098345,0.10845,0.12345
-0.084225,0.073087,-0.09123,0.094905,-0.10657,0.12954
-0.0062011,0.072291,0.0070414,0.095814,-0.01169,0.124
-0.02605,0.073737,-0.034368,0.097883,-0.039852,0.12918
0.04057,0.070152,0.039786,0.093463,0.02372,0.12412
0.016137,0.070203,0.038675,0.098357,0.025361,0.11976
-0.036656,0.074064,-0.004961,0.09544,-0.01722,0.13002
0.0094124,0.070936,0.03868,0.097391,0.00015451,0.12714
0.019353,0.073918,0.038587,0.097929,0.092315,0.12918
0.12413,0.072613,0.13535,0.097852,0.15306,0.12637
0.00085016,0.068773,-0.00041804,0.095539,0.014762,0.12648
0.011369,0.077552,0.017588,0.099463,-0.0092941,0.13053
0.042037,0.071934,0.058523,0.09357,0.076632,0.12603
-0.033008,0.073901,-0.039426,0.093688,-0.028589,0.12534
-0.019621,0.074608,-0.016278,0.09701,-0.0096408,0.12478
0.032536,0.069397,0.042617,0.092244,0.076178,0.12744
0.015906,0.072367,0.07893,0.098182,0.11077,0.12499
0.064376,0.069956,0.080863,0.094229,0.15468,0.12828
0.0056084,0.072451,-0.016908,0.096346,-0.057162,0.13112
